artista,genero,tipo,nombre,año_lanzamiento,id,bio,oyentes,reproducciones,similar_1,similar_2,similar_3
Ariel Ramírez,tango,track,Que Nadie Sepa Mi Sufrir,2000,1XP3JsgxM6E34xjYtZj2z2,"Ariel Ramírez (4 September 1921 – 18 February 2010) was an Argentine composer, pianist and music director. He was considered ""a chief exponent of Argentine folk music"" and noted for his ""iconic"" musical compositions. Ramírez is known primarily for his Misa Criolla (1964). It allowed him to travel around Europe and Latin America to build his reputation. He had more than 300 compositions during his career and sold millions of albums. By the time he died in 2010, his work was globally renowned. <a href=""https://www.last.fm/music/+noredirect/Ariel+Ram%C3%ADrez"">Read more on Last.fm</a>",13224,118440,Los Chalchaleros,Eduardo Falú,Los Fronterizos
Gran Orquesta Cuerdas Latinas,tango,track,Uno,2000,38BeB0htfhwTNuouL4XlUC," <a href=""https://www.last.fm/music/Gran+Orquesta+Cuerdas+Latinas"">Read more on Last.fm</a>",13,156,,,
Atilio Stampone,tango,track,Adiós Muchachos,2000,5Yam9esAsvQ4JWUuY87TG8," <a href=""https://www.last.fm/music/Atilio+Stampone"">Read more on Last.fm</a>",1206,5022,Leopoldo Federico,Osvaldo Berlingieri,Armando Pontier
Ariel Ramírez,tango,track,Una Lágrima,2000,4pFRZ0NjnyLxJmkrrx9OI7,"Ariel Ramírez (4 September 1921 – 18 February 2010) was an Argentine composer, pianist and music director. He was considered ""a chief exponent of Argentine folk music"" and noted for his ""iconic"" musical compositions. Ramírez is known primarily for his Misa Criolla (1964). It allowed him to travel around Europe and Latin America to build his reputation. He had more than 300 compositions during his career and sold millions of albums. By the time he died in 2010, his work was globally renowned. <a href=""https://www.last.fm/music/+noredirect/Ariel+Ram%C3%ADrez"">Read more on Last.fm</a>",13224,118440,Los Chalchaleros,Eduardo Falú,Los Fronterizos
Cuarteto Guardia Vieja,tango,track,El amanecer,2000,7ILuK3J8bxDvCsSL5PfEnq," <a href=""https://www.last.fm/music/Cuarteto+Guardia+Vieja"">Read more on Last.fm</a>",998,3864,Orquesta Tipica Victor,Francisco Canaro,Agustín Magaldi
Francisco Canaro,tango,track,Pampa,2000,1fWJMXzbxUmGDax97bp8KY,"Francisco Canaro (November 26, 1888 – December 14, 1964) was an Uruguayan violinist and tango orchestra leader. Known as ""Pirincho"" Canaro, he had a career that spanned many decades, and his orchestra was one of the most recorded. Much of his recorded music is in the classic salon style of the 1940s, but he is also considered a member of the old guard, and some of his later recordings contributed to the transition to concert tango. For many contemporary dancers and listeners, his early golden age recordings are the best. <a href=""https://www.last.fm/music/Francisco+Canaro"">Read more on Last.fm</a>",43194,444150,Rodolfo Biagi,Osvaldo Fresedo,Alfredo De Angelis
Aníbal Troilo,tango,track,Quejas de bandoneon,2000,3FSoTLosTNAZXUWY6Svx0Y,"Aníbal Troilo (July 11, 1914 - May 18, 1975) was an Argentine tango musician. He is said to be the bandoneon player who defined the instrument for his generation. His orchestra was among the most preferred by social dancers during the golden age, but he shifted to an intellectualized concert sound by the 1950s. The Troilo orchestra is best known for its instrumentals, but it also recorded with many vocalists. The Troilo orchestra recorded tangos with rhythmic, smooth, lyrical and concert-era sounds. <a href=""https://www.last.fm/music/+noredirect/An%C3%ADbal+Troilo"">Read more on Last.fm</a>",45120,291626,Miguel Caló,Francisco Canaro,Osvaldo Fresedo
Cuarteto Guardia Vieja,tango,track,El garrón,2000,5OAk1R64NFkJKnvYPpJHgb," <a href=""https://www.last.fm/music/Cuarteto+Guardia+Vieja"">Read more on Last.fm</a>",998,3864,Orquesta Tipica Victor,Francisco Canaro,Agustín Magaldi
Cuarteto Guardia Vieja,tango,track,El once,2000,3q0KOL2HTxHB3bId38R0H8," <a href=""https://www.last.fm/music/Cuarteto+Guardia+Vieja"">Read more on Last.fm</a>",998,3864,Orquesta Tipica Victor,Francisco Canaro,Agustín Magaldi
Donato Racciatti y Su Orquesta Típica,tango,track,Sin Estrellas,2000,5rPVGUGlzk0v1alPC4WUUW," <a href=""https://www.last.fm/music/Donato+Racciatti+y+Su+Orquesta+T%C3%ADpica"">Read more on Last.fm</a>",370,2147,Solo Tango Orquesta,Nina Miranda,Orquesta Típica Misteriosa Buenos Aires
Atilio Stampone,tango,track,Adiós Nonino,2000,01BauZxDHPHrwee0XVl10I," <a href=""https://www.last.fm/music/Atilio+Stampone"">Read more on Last.fm</a>",1206,5022,Leopoldo Federico,Osvaldo Berlingieri,Armando Pontier
Aníbal Troilo,tango,track,A bailar,2000,6pw1ClIWGjMwoVhFxppH7d,"Aníbal Troilo (July 11, 1914 - May 18, 1975) was an Argentine tango musician. He is said to be the bandoneon player who defined the instrument for his generation. His orchestra was among the most preferred by social dancers during the golden age, but he shifted to an intellectualized concert sound by the 1950s. The Troilo orchestra is best known for its instrumentals, but it also recorded with many vocalists. The Troilo orchestra recorded tangos with rhythmic, smooth, lyrical and concert-era sounds. <a href=""https://www.last.fm/music/+noredirect/An%C3%ADbal+Troilo"">Read more on Last.fm</a>",45120,291626,Miguel Caló,Francisco Canaro,Osvaldo Fresedo
Gran Orquesta Cuerdas Latinas,tango,track,El Día Que Me Quieras,2000,3mneLJYS8fv1vxms5zGZ5g," <a href=""https://www.last.fm/music/Gran+Orquesta+Cuerdas+Latinas"">Read more on Last.fm</a>",13,156,,,
Gran Orquesta Cuerdas Latinas,tango,track,Cuesta Abajo,2000,5Xt4Hc4IUBtpB989YsPT9l," <a href=""https://www.last.fm/music/Gran+Orquesta+Cuerdas+Latinas"">Read more on Last.fm</a>",13,156,,,
Gran Orquesta Cuerdas Latinas,tango,track,Mi Noche Triste,2000,59WLVexV9CIZNJRaJajxmY," <a href=""https://www.last.fm/music/Gran+Orquesta+Cuerdas+Latinas"">Read more on Last.fm</a>",13,156,,,
Cello Trio,tango,track,Confidencias,2000,4AnKaCYep0MXRDCYdscUlR," <a href=""https://www.last.fm/music/Cello+Trio"">Read more on Last.fm</a>",575,7722,Maria Kliegel,Portland Cello Project,Jaap Ter Linden
Gran Orquesta Cuerdas Latinas,tango,track,Yira Yira,2000,6BGCyeSBi0ymSaasSb4bUO," <a href=""https://www.last.fm/music/Gran+Orquesta+Cuerdas+Latinas"">Read more on Last.fm</a>",13,156,,,
Cuarteto Guardia Vieja,tango,track,El entrerriano,2000,42IqJC1LOiLTDRmiOz0cCI," <a href=""https://www.last.fm/music/Cuarteto+Guardia+Vieja"">Read more on Last.fm</a>",998,3864,Orquesta Tipica Victor,Francisco Canaro,Agustín Magaldi
Orquesta Cuerdas Latinas,tango,track,Nostalgia,2000,5JbDJxg9aJTHHxsJTh21q0," <a href=""https://www.last.fm/music/Orquesta+Cuerdas+Latinas"">Read more on Last.fm</a>",633,2184,Aldo Livorno y su acordeón Napolitano,Cuerdas Y Metales,Orquesta Cuerdas Y Metales
Juan D'Arienzo,tango,track,La cumparsita,2000,6SDcXziDDroaS7jPdpGfiI,"Juan D'Arienzo (December 14, 1900-January 14, 1976) was an Argentine tango musician, also known as ""El Rey del Compas"" (King of the Beat). Departing from other orchestras of the golden age, D'Arienzo returned to the 2x4 feel that characterized music of the old guard, but he used more modern arrangements and instrumentation. His popular group produced hundreds of recordings. His music is played often at milongas in Buenos Aires, and the instrumentals are the classic harder rhythmic tangos with a strong staccato dance rhythm. <a href=""https://www.last.fm/music/Juan+D%27Arienzo"">Read more on Last.fm</a>",43870,453325,Osvaldo Pugliese,Carlos Gardel,Julio Sosa
Ariel Ramírez,tango,track,Felicia,2000,0T6I8h5l4fUFFt8lFOLPpl,"Ariel Ramírez (4 September 1921 – 18 February 2010) was an Argentine composer, pianist and music director. He was considered ""a chief exponent of Argentine folk music"" and noted for his ""iconic"" musical compositions. Ramírez is known primarily for his Misa Criolla (1964). It allowed him to travel around Europe and Latin America to build his reputation. He had more than 300 compositions during his career and sold millions of albums. By the time he died in 2010, his work was globally renowned. <a href=""https://www.last.fm/music/+noredirect/Ariel+Ram%C3%ADrez"">Read more on Last.fm</a>",13224,118440,Los Chalchaleros,Eduardo Falú,Los Fronterizos
Nicolás Colacho Brizuela,tango,track,Ojos Negros,2000,4oaz8jvfPTHkQ721sA30GC," <a href=""https://www.last.fm/music/Nicol%C3%A1s+Colacho+Brizuela"">Read more on Last.fm</a>",106,739,Rodolfo Mederos,Aníbal Arias,Carlos Moscardini
Orquesta Cuerdas Latinas,tango,track,Sentimiento Gaucho,2000,43EMpDKJclXPldUKGB0E1d," <a href=""https://www.last.fm/music/Orquesta+Cuerdas+Latinas"">Read more on Last.fm</a>",633,2184,Aldo Livorno y su acordeón Napolitano,Cuerdas Y Metales,Orquesta Cuerdas Y Metales
Nicolás Colacho Brizuela,tango,track,Flor de Lino,2000,25MvykgQ99Tq5AKepDfANy," <a href=""https://www.last.fm/music/Nicol%C3%A1s+Colacho+Brizuela"">Read more on Last.fm</a>",106,739,Rodolfo Mederos,Aníbal Arias,Carlos Moscardini
Carlos Di Sarli,tango,track,A la gran muneca,2000,2yxqWuu05LPz9Lagkg6C9l,"Carlos Di Sarli (January 7, 1903 - January 12, 1960) was an Argentine tango musician, orchestra leader, composer and pianist. Before starting his own tango orchestra, he played in Osvaldo Fresedo's orchestra. He developed smooth, clean-sounding, powerful arrangements which his Orquesta típica and recorded 27 albums and 512 recordings are reported. His music is widely used by learner dancers because of its easy, danceable sound, and is played regularly in milongas for social tango dancing. <a href=""https://www.last.fm/music/Carlos+Di+Sarli"">Read more on Last.fm</a>",24950,403703,Francisco Canaro,Rodolfo Biagi,Miguel Caló
Orquesta Cuerdas Latinas,tango,track,El Día Que Me Quieras,2000,4DZze2hX4UELqCbFt1bxdX," <a href=""https://www.last.fm/music/Orquesta+Cuerdas+Latinas"">Read more on Last.fm</a>",633,2184,Aldo Livorno y su acordeón Napolitano,Cuerdas Y Metales,Orquesta Cuerdas Y Metales
Ariel Ramírez,tango,track,Germaine,2000,0KWfrbi8vcR6TrbRNXVqpn,"Ariel Ramírez (4 September 1921 – 18 February 2010) was an Argentine composer, pianist and music director. He was considered ""a chief exponent of Argentine folk music"" and noted for his ""iconic"" musical compositions. Ramírez is known primarily for his Misa Criolla (1964). It allowed him to travel around Europe and Latin America to build his reputation. He had more than 300 compositions during his career and sold millions of albums. By the time he died in 2010, his work was globally renowned. <a href=""https://www.last.fm/music/+noredirect/Ariel+Ram%C3%ADrez"">Read more on Last.fm</a>",13224,118440,Los Chalchaleros,Eduardo Falú,Los Fronterizos
Roberto Goyeneche,tango,track,Barrio de Tango,2000,0Iul5F0oi2eA5TbPCbXS3U,"Roberto Goyeneche (1926 - 1994) was an Argentine tango singer who epitomized the archetype of 1950s Buenos Aires' bohemian life, and became a living legend in the local music scene. It was in 1944, at the age of 18, when the talented troubadour joined Raúl Kaplún's orchestra after winning a local contest, soon, debuting live in a local radio station called Belgrano. In 1952, Goyeneche teamed up with Horacio Salgán and with Aníbal Troilo in 1956 <a href=""https://www.last.fm/music/Roberto+Goyeneche"">Read more on Last.fm</a>",58732,561244,Julio Sosa,Carlos Gardel,Cacho Castaña
Roberto Goyeneche,tango,track,Barrio de Tango,2000,6stTJHvWwpeWvCubT8a50q,"Roberto Goyeneche (1926 - 1994) was an Argentine tango singer who epitomized the archetype of 1950s Buenos Aires' bohemian life, and became a living legend in the local music scene. It was in 1944, at the age of 18, when the talented troubadour joined Raúl Kaplún's orchestra after winning a local contest, soon, debuting live in a local radio station called Belgrano. In 1952, Goyeneche teamed up with Horacio Salgán and with Aníbal Troilo in 1956 <a href=""https://www.last.fm/music/Roberto+Goyeneche"">Read more on Last.fm</a>",58732,561244,Julio Sosa,Carlos Gardel,Cacho Castaña
Tita Merello,tango,track,Con El Tango En El Alma,2000,23V4f4vBQ6CqMN7kkHFCGX,"Tita Merello was born in 1904 in Buenos Aires. She was a prominent film actress and tango dancer and singer. She made almost 45 appearances in film between 1933 and 1985 spanning 6 decades of Argentine cinema. She entered film in 1933 in Tango and appeared in films such as Arrabalera in 1950, working with acclaimed actors such as Santiago Gómez Cou and Tito Alonso. She retired from film in 1985 and died on Christmas Eve 2002 aged 98. <a href=""https://www.last.fm/music/Tita+Merello"">Read more on Last.fm</a>",18059,124219,Edmundo Rivero,Nelly Omar,Hugo Del Carril
Sidy Bonco Tangoudia,tango,track,Douna,2000,2rFoyB3CsiNFLSJ0msnT0L," <a href=""https://www.last.fm/music/Sidy+Bonco+Tangoudia"">Read more on Last.fm</a>",5,11,,,
Héctor Ulises Passarella,tango,track,Libertango - orchestrated by Luis Enriques Bacalov,2000,0SZdwxuTuQgv2wGEH3gqFq," <a href=""https://www.last.fm/music/H%C3%A9ctor+Ulises+Passarella"">Read more on Last.fm</a>",131,498,Astor Piazzolla,Quadro Nuevo,Tango Siempre
Nacha Guevara,tango,track,El día que me quieras,2000,4q75EDSAd7jvObhSAQdrk2,"Nacha Guevara is one of the more prolific, versatile, charismatic, influential, and loved artists. Back in the 70's she performed in New York and shortly after that became well known among the folkloric genre in Mexico and the rest of the Americas. Originally a dancer converted to actress and ultimately learned to sing she rose to become a strong pillar in the latin-american music . One of the most known and remembered songs in U. S. is that one that recites ""Don't cry for me Argentina"". <a href=""https://www.last.fm/music/Nacha+Guevara"">Read more on Last.fm</a>",6695,56143,Liliana Herrero,Silvia Iriondo,Alberto Rojo
Carlos Gardel,tango,track,Volver,2000,4s44xSFqLeEr9PMolrFWAt,"Carlos Gardel (born Charles Romuald Gardes; 11 December 1890 – 24 June 1935) was an Argentine tango singer, songwriter, composer and actor, and is perhaps the most prominent figure in the history of tango. Gardel died in an airplane crash at the height of his career, becoming an archetypal tragic hero mourned throughout Latin America. For many, Gardel embodies the soul of the tango style. He is commonly referred to as ""Carlitos"", ""El Zorzal"" (The Song Thrush) <a href=""https://www.last.fm/music/Carlos+Gardel"">Read more on Last.fm</a>",230365,2489554,Roberto Goyeneche,Julio Sosa,Juan D'Arienzo
Nacha Guevara,tango,track,Nostalgia,2000,2LRtAufTRXz5VRPDUixwFI,"Nacha Guevara is one of the more prolific, versatile, charismatic, influential, and loved artists. Back in the 70's she performed in New York and shortly after that became well known among the folkloric genre in Mexico and the rest of the Americas. Originally a dancer converted to actress and ultimately learned to sing she rose to become a strong pillar in the latin-american music . One of the most known and remembered songs in U. S. is that one that recites ""Don't cry for me Argentina"". <a href=""https://www.last.fm/music/Nacha+Guevara"">Read more on Last.fm</a>",6695,56143,Liliana Herrero,Silvia Iriondo,Alberto Rojo
El Cuchara y su Familia,tango,track,Cántame por Tangos,2000,1DV613Ql4eYsvdspQKdVkw," <a href=""https://www.last.fm/music/El+Cuchara+y+su+familia"">Read more on Last.fm</a>",6,37,,,
Ingrid Caven,tango,track,Trans Europe Tango,2000,4BBCkqWKNfdh67Q2pneTvK,"Ingrid Caven (born 3 August 1938) is a German film actress and singer. Caven has appeared in over 50 films since her film debut in 1969 in the short film Fernes Jamaica followed by her first featured film Liebe ist kälter als der Tod (Love Is Colder Than Death) directed by Rainer Werner Fassbinder, to whom she was briefly married (1970-72). Her career was at its peak in the 1970s and early 1980s mostly in film. 1981 was a particularly good year for Caven. <a href=""https://www.last.fm/music/Ingrid+Caven"">Read more on Last.fm</a>",2243,31521,Tim Fischer,Lotte Lenya,Damia
Tom Lehrer,tango,track,The Masochism Tango,2000,0DdTDvtTmtTzEHvwzQzA1I,"Thomas Andrew ""Tom"" Lehrer (born 9 April 1928) is an American singer-songwriter, satirist, pianist, and mathematician. He has lectured on mathematics and musical theater. Before attending college, Lehrer graduated from the Loomis Chaffee School in Windsor, Connecticut. As an undergraduate student at Harvard University, he began to write comic songs to entertain his friends, including Fight Fiercely, Harvard (1945). Those songs later became (in a joking reference to a leading scientific journal, The Physical Review) The Physical Revue. <a href=""https://www.last.fm/music/Tom+Lehrer"">Read more on Last.fm</a>",238197,3941084,"""Weird Al"" Yankovic",Lemon Demon,Jonathan Coulton
Willie And Lobo,tango,track,Olo Molina's Tango,2000,6S27ZgNU8H6RaUQpfksmuR,"Living on an island barefoot walking the beach swimming in shimmering turquoise clear waters gazing at sparkling fish colors stretching in the warmth of the sand dance emergency soundings lifting you into a swirling hypnotic erotic gypsy dance faster than your heart can beat your body tangos and untangles some unknown internal universal rhythm rocked by willie and lobos magical musical exaltation...you are alive and well and living on the planet is a wonderful thing <a href=""https://www.last.fm/music/+noredirect/Willie+And+Lobo"">Read more on Last.fm</a>",4789,17425,Lara & Reyes,Oscar Lopez,Chuscales
