artista,genero,tipo,nombre,año_lanzamiento,id,bio,oyentes,reproducciones,similar_1,similar_2,similar_3
Birgit Schwab,tango,album,Chilli con Tango,2000,0v4r2yGHuM0QUl40P5W3XI," <a href=""https://www.last.fm/music/Birgit+Schwab"">Read more on Last.fm</a>",17,77,,,
Astor Piazzolla,tango,album,Astor Piazzolla y Su Orchestra Tipica 1946-1948,2000,0rWy0Jt1bsDWE8QWp1hOyD,"Astor Piazzolla (March 11, 1921 – July 4, 1992) was an Argentine tango composer and bandoneón player. His oeuvre revolutionized the traditional tango into a new style termed nuevo tango, incorporating elements from jazz and classical music. An excellent bandoneonist, he regularly performed his own compositions with different ensembles. He is known in his native land as ""El Gran Astor"" (""The Great Astor""). Ástor Pantaleón Piazzolla was born in Mar del Plata <a href=""https://www.last.fm/music/Astor+Piazzolla"">Read more on Last.fm</a>",416384,6715369,Roberto Goyeneche,Carlos Gardel,Osvaldo Pugliese
Astor Piazzolla,tango,album,Quintaesencia,2000,1ZKeyTX40tu0Mc79FkBPdK,"Astor Piazzolla (March 11, 1921 – July 4, 1992) was an Argentine tango composer and bandoneón player. His oeuvre revolutionized the traditional tango into a new style termed nuevo tango, incorporating elements from jazz and classical music. An excellent bandoneonist, he regularly performed his own compositions with different ensembles. He is known in his native land as ""El Gran Astor"" (""The Great Astor""). Ástor Pantaleón Piazzolla was born in Mar del Plata <a href=""https://www.last.fm/music/Astor+Piazzolla"">Read more on Last.fm</a>",416384,6715369,Roberto Goyeneche,Carlos Gardel,Osvaldo Pugliese
Various Artists,tango,album,La mujer y el tango,2000,3CpcC24MHycXSDMROz1e41,"Warning! Deleting this artist may remove other artists and scrobbles from your library - please handle this with caution! Note: You can view albums tagged as 'Various Artists' in your library here. The term Various Artists is used in the record industry when numerous singers and musicians collaborate on a song or collection of songs. Most often on Last.fm, compilation album tracks appear under the name of Various Artists erroneously because the individual artist is not listed in the album's ID3 information. <a href=""https://www.last.fm/music/Various+Artists"">Read more on Last.fm</a>",661149,10093213,,,
Carlos Gardel,tango,album,Le Créateur Du Tango Argentin,2000,4ZUwlKTA7cOj7VXOLOw094,"Carlos Gardel (born Charles Romuald Gardes; 11 December 1890 – 24 June 1935) was an Argentine tango singer, songwriter, composer and actor, and is perhaps the most prominent figure in the history of tango. Gardel died in an airplane crash at the height of his career, becoming an archetypal tragic hero mourned throughout Latin America. For many, Gardel embodies the soul of the tango style. He is commonly referred to as ""Carlitos"", ""El Zorzal"" (The Song Thrush) <a href=""https://www.last.fm/music/Carlos+Gardel"">Read more on Last.fm</a>",230365,2489554,Roberto Goyeneche,Julio Sosa,Juan D'Arienzo
Stanley Black,tango,album,The All Time Top Tangos,2000,0Zzx0tEvpriSbBlP9jFruU," Stanley Black (14 June 1913 – 27 November 2002) was an English bandleader, composer, conductor, arranger and pianist. He wrote and arranged many film scores and recorded prolifically for the Decca label (including London and Phase 4). Beginning with jazz collaborations with American musicians such as Coleman Hawkins and Benny Carter during the 1930s, he moved into arranging and recording in the Latin American music style and also won awards for his classical conducting. <a href=""https://www.last.fm/music/Stanley+Black"">Read more on Last.fm</a>",24459,201561,Frank Chacksfield & His Orchestra,Helmut Zacharias,Ronnie Aldrich
Agustín Lombardini,tango,album,La Vida Es un Tango,2000,6xN9O4VAOv2PiTZ5xRfIa0,,,,,,
Alberto Marino - Nelly Omar - Rodolfo Lesica - Alberto Podesta y otros,tango,album,La embajada del tango 2,2000,37FyWKxDzVxO9ssaI7w5NB,,,,,,
Nacha Guevara,tango,album,La vida en tiempo de tango,2000,3bvknTVSBZPvO1mqJBn92Q,"Nacha Guevara is one of the more prolific, versatile, charismatic, influential, and loved artists. Back in the 70's she performed in New York and shortly after that became well known among the folkloric genre in Mexico and the rest of the Americas. Originally a dancer converted to actress and ultimately learned to sing she rose to become a strong pillar in the latin-american music . One of the most known and remembered songs in U. S. is that one that recites ""Don't cry for me Argentina"". <a href=""https://www.last.fm/music/Nacha+Guevara"">Read more on Last.fm</a>",6695,56143,Liliana Herrero,Silvia Iriondo,Alberto Rojo
Sergio Vesely,tango,album,Deutsche evergreens und ein argentinischer tango (Alte gassenhauer in wunderschön-ungewöhnlichen interpretationen eines chilenen),2000,7AYW9Con5Yr7bKfcSmloR1," <a href=""https://www.last.fm/music/Sergio+Vesely"">Read more on Last.fm</a>",86,588,,,
Various Artists,tango,album,25 Éxitos - 10 Grandes Artistas - Tango,2000,0SOGi7yayBjIRfLEbT7xCy,"Warning! Deleting this artist may remove other artists and scrobbles from your library - please handle this with caution! Note: You can view albums tagged as 'Various Artists' in your library here. The term Various Artists is used in the record industry when numerous singers and musicians collaborate on a song or collection of songs. Most often on Last.fm, compilation album tracks appear under the name of Various Artists erroneously because the individual artist is not listed in the album's ID3 information. <a href=""https://www.last.fm/music/Various+Artists"">Read more on Last.fm</a>",661149,10093213,,,
Various Artists,tango,album,Los inmortales del tango,2000,3tPvQFQVlHVm9sZfA1xmKp,"Warning! Deleting this artist may remove other artists and scrobbles from your library - please handle this with caution! Note: You can view albums tagged as 'Various Artists' in your library here. The term Various Artists is used in the record industry when numerous singers and musicians collaborate on a song or collection of songs. Most often on Last.fm, compilation album tracks appear under the name of Various Artists erroneously because the individual artist is not listed in the album's ID3 information. <a href=""https://www.last.fm/music/Various+Artists"">Read more on Last.fm</a>",661149,10093213,,,
Various Artists,tango,album,La embajada del Tango 1,2000,37UsRZbOn82ingcL1iZcr7,"Warning! Deleting this artist may remove other artists and scrobbles from your library - please handle this with caution! Note: You can view albums tagged as 'Various Artists' in your library here. The term Various Artists is used in the record industry when numerous singers and musicians collaborate on a song or collection of songs. Most often on Last.fm, compilation album tracks appear under the name of Various Artists erroneously because the individual artist is not listed in the album's ID3 information. <a href=""https://www.last.fm/music/Various+Artists"">Read more on Last.fm</a>",661149,10093213,,,
Various Artists,tango,album,Hi-Fi Latin Rhythms - Tango - Music Of Passion,2000,5rTziT3mHuclOrHTiZfY4t,"Warning! Deleting this artist may remove other artists and scrobbles from your library - please handle this with caution! Note: You can view albums tagged as 'Various Artists' in your library here. The term Various Artists is used in the record industry when numerous singers and musicians collaborate on a song or collection of songs. Most often on Last.fm, compilation album tracks appear under the name of Various Artists erroneously because the individual artist is not listed in the album's ID3 information. <a href=""https://www.last.fm/music/Various+Artists"">Read more on Last.fm</a>",661149,10093213,,,
Various Artists,tango,album,Las Damas Del Tango,2000,7fmRvFBrQXKuHt0k0fPSL5,"Warning! Deleting this artist may remove other artists and scrobbles from your library - please handle this with caution! Note: You can view albums tagged as 'Various Artists' in your library here. The term Various Artists is used in the record industry when numerous singers and musicians collaborate on a song or collection of songs. Most often on Last.fm, compilation album tracks appear under the name of Various Artists erroneously because the individual artist is not listed in the album's ID3 information. <a href=""https://www.last.fm/music/Various+Artists"">Read more on Last.fm</a>",661149,10093213,,,
Jukka Linkola,tango,album,"Linkola: Saxophone Concerto, Sisu, Tango-Tarantella & Wedding Music",2000,1vDFyXLMoOl8Q55b8xrcTG,"Jukka Linkola (born 1955) is a Finnish jazz pianist and classical composer. <a href=""https://www.last.fm/music/Jukka+Linkola"">Read more on Last.fm</a>",1013,18640,Toivo Kuula,Leevi Madetoja,Trio Töykeät
Louis Ferrari,tango,album,"Collection Dansez le Musette Volume II, Tango",2000,66zNsZGYTy5MW7VAJ5GaT7," <a href=""https://www.last.fm/music/Louis+Ferrari"">Read more on Last.fm</a>",586,1894,Emile Carrara,Franck Bozza,Francis Carpentier
Various Artists,tango,album,20 Suosikkia / Kansainväliset tangot 1 / Tango D'Amore,2000,2Cp6KNjAmTkTLKyO8jCGkt,"Warning! Deleting this artist may remove other artists and scrobbles from your library - please handle this with caution! Note: You can view albums tagged as 'Various Artists' in your library here. The term Various Artists is used in the record industry when numerous singers and musicians collaborate on a song or collection of songs. Most often on Last.fm, compilation album tracks appear under the name of Various Artists erroneously because the individual artist is not listed in the album's ID3 information. <a href=""https://www.last.fm/music/Various+Artists"">Read more on Last.fm</a>",661149,10093213,,,
Anne Knappstein and Inge Lulofs,tango,album,Piazzolla & Milhaud & Albéniz & Villoldo: Tango Clásico,2000,3z1LEPMyB8GYNfYx0oVXqE," <a href=""https://www.last.fm/music/Anne+Knappstein+and+Inge+Lulofs"">Read more on Last.fm</a>",0,0,,,
Astor Piazzolla Y Su Quinteto,tango,album,Mis 30 Mejores Tangos,2000,3pJxSnm1LjkYDP2ehTZSnJ," <a href=""https://www.last.fm/music/Astor+Piazzolla+Y+Su+Quinteto"">Read more on Last.fm</a>",4500,25063,Sexteto Tango,Orquesta El Arranque,Fernando Samalea
Claude Romano,tango,album,Romano: Cele mai frumoase tangouri,2000,1SCRmfaoaN7HGk9zQkBEqB," <a href=""https://www.last.fm/music/Claude+Romano"">Read more on Last.fm</a>",50,351,Ionel Tudorache,Cristian Vasile,Stela Enache
Carlos Gardel,tango,album,"Retro-Tango, 62 Hits Remastered",2000,5iCiRuGQFgf6fy8IALv82N,"Carlos Gardel (born Charles Romuald Gardes; 11 December 1890 – 24 June 1935) was an Argentine tango singer, songwriter, composer and actor, and is perhaps the most prominent figure in the history of tango. Gardel died in an airplane crash at the height of his career, becoming an archetypal tragic hero mourned throughout Latin America. For many, Gardel embodies the soul of the tango style. He is commonly referred to as ""Carlitos"", ""El Zorzal"" (The Song Thrush) <a href=""https://www.last.fm/music/Carlos+Gardel"">Read more on Last.fm</a>",230365,2489554,Roberto Goyeneche,Julio Sosa,Juan D'Arienzo
676 Nuevo Tango Quintett,tango,album,Imàgenes,2000,3nmnHdqTfenDZZZVD4XTy5," <a href=""https://www.last.fm/music/676+Nuevo+Tango+Quintett"">Read more on Last.fm</a>",1,6,,,
DJ Pando,tango,album,La Cumparsita (Tango Move Up),2000,2hUONafvBNeZkDcJhqk4LV," <a href=""https://www.last.fm/music/DJ+Pando"">Read more on Last.fm</a>",18,52,,,
Por Siempre Tango,tango,album,Colección de Oro,2000,2RhbV3HKk8oAbC0LxfSY8n," <a href=""https://www.last.fm/music/Por+Siempre+Tango"">Read more on Last.fm</a>",50,138,,,
Monte Rey,tango,album,Serenade In The Night,2000,5h0CzmW4orDgmOd1T7QxWk," <a href=""https://www.last.fm/music/Monte+Rey"">Read more on Last.fm</a>",251,775,Eric Winstone & His Band,Harry Roy & His Band,Geraldo & His Orchestra
Hyper On Experience,tango,album,Lords of the Null-Lines (Foul Play Remix) / Cold Fresh Air / Disturbance (Tango Remix),2000,7sRg2wCji5bUT1N9dfVdub,"Hyper On Experience were a breakbeat hardcore duo that released a series of tracks on Moving Shadow in the early 90's, including the rave anthem 'Lords of the Null Lines'. The two members, Alex Banks & Danny Demierre, went on to become well-known for their drum n' bass productions: Danny as Flytronix, and Alex as one-half of E-Z Rollers. <a href=""https://www.last.fm/music/+noredirect/Hyper+on+Experience"">Read more on Last.fm</a>",6398,27000,2 Bad Mice,Cloud 9,Foul Play
Cuarteto Argentino De Tango,tango,album,Tangueando,2000,6zm6Xjo5iAzE3lvkY6xj8x," <a href=""https://www.last.fm/music/Cuarteto+Argentino+De+Tango"">Read more on Last.fm</a>",1494,5148,Beba Pugliese,"Mosalini Juan José, Caratini Patrice, Beytelmann Gustavo",Orquesta Típica Tangarte
Norma Rossi,tango,album,"Argentina Canta en la Oreja del Corazón (Tangos, Milongas, Valses)",2000,6ogzCVYNFQt5RlWWKsiMhF," <a href=""https://www.last.fm/music/Norma+Rossi"">Read more on Last.fm</a>",3,8,,,
Ted Maksymowicz,tango,album,Let's Polka-Oberek-Waltz-Tango With Ted Maksymowicz,2000,79qGMUXOoM77V8fe4FscIy," <a href=""https://www.last.fm/music/Ted+Maksymowicz"">Read more on Last.fm</a>",18,34,,,
Astor Piazzolla,tango,album,Leyendas,2000,5wLoYDCAqbIYxE3fj3Mz2u,"Astor Piazzolla (March 11, 1921 – July 4, 1992) was an Argentine tango composer and bandoneón player. His oeuvre revolutionized the traditional tango into a new style termed nuevo tango, incorporating elements from jazz and classical music. An excellent bandoneonist, he regularly performed his own compositions with different ensembles. He is known in his native land as ""El Gran Astor"" (""The Great Astor""). Ástor Pantaleón Piazzolla was born in Mar del Plata <a href=""https://www.last.fm/music/Astor+Piazzolla"">Read more on Last.fm</a>",416384,6715369,Roberto Goyeneche,Carlos Gardel,Osvaldo Pugliese
Astor Piazzolla,tango,album,Antologia Astor Piazzolla,2000,3ezoK2VhrSHFm4Qt02UEPW,"Astor Piazzolla (March 11, 1921 – July 4, 1992) was an Argentine tango composer and bandoneón player. His oeuvre revolutionized the traditional tango into a new style termed nuevo tango, incorporating elements from jazz and classical music. An excellent bandoneonist, he regularly performed his own compositions with different ensembles. He is known in his native land as ""El Gran Astor"" (""The Great Astor""). Ástor Pantaleón Piazzolla was born in Mar del Plata <a href=""https://www.last.fm/music/Astor+Piazzolla"">Read more on Last.fm</a>",416384,6715369,Roberto Goyeneche,Carlos Gardel,Osvaldo Pugliese
Horacio Palma,tango,album,Tangos Para Recordar,2000,6RagaDpQexuY4l1kxPdJTZ," <a href=""https://www.last.fm/music/Horacio+Palma"">Read more on Last.fm</a>",11,22,,,
Jean Claudric et son orchestre,tango,album,Tango and Orchestra,2000,123LPtCBu3lL7MY9V3be5u," <a href=""https://www.last.fm/music/Jean+Claudric+et+son+orchestre"">Read more on Last.fm</a>",13,98,,,
B3nchMarQ,tango,album,Tango (feat. Blaklez),2000,7D2pki3I8DPKY8h2Akn1W5," <a href=""https://www.last.fm/music/B3nchMarQ"">Read more on Last.fm</a>",272,1352,MashBeatz,Zoocci Coke Dope,Flvme
Cuarteto D'Coté,tango,album,Tango,2000,5ZFCBodQjTXMcNHGYBFDDG," <a href=""https://www.last.fm/music/Cuarteto+D%27Cot%C3%A9"">Read more on Last.fm</a>",4,11,,,
Cesar Vuksic,tango,album,"Tangos, Preludes, Etudes (Cesar Vuksic, piano)",2000,5o8chN8b4ufOfnwoeRtl9Z," <a href=""https://www.last.fm/music/Cesar+Vuksic"">Read more on Last.fm</a>",31,72,,,
London Pop Orchestra,tango,album,Somethin' Tango,2000,5ShVVZCBuqCCNdMDdE6Dk1," <a href=""https://www.last.fm/music/London+Pop+Orchestra"">Read more on Last.fm</a>",24,81,,,
Suzannah Harris,tango,album,Planetary Tango,2000,2iNJL1PMWovsXH1wY8L9v9,,,,,,
Gerald Preinfalk,tango,album,More Than Tango,2000,36gOy5YoGKysAl4mk1L0h2," <a href=""https://www.last.fm/music/Gerald+Preinfalk"">Read more on Last.fm</a>",197,375,Karin Hellqvist,Klaus Paier,Aki Takase
Jukka Linkola,tango,album,"Linkola: Saxophone Concerto, Sisu, Tango-Tarantella & Wedding Music",2000,6g0tUkddH7hROg6sBkg8Y8,"Jukka Linkola (born 1955) is a Finnish jazz pianist and classical composer. <a href=""https://www.last.fm/music/Jukka+Linkola"">Read more on Last.fm</a>",1013,18640,Toivo Kuula,Leevi Madetoja,Trio Töykeät
Ray Hamilton Orchestra,tango,album,It Takes Two - Tango,2000,7lzYDv2mOUI1l01EglAzQZ," <a href=""https://www.last.fm/music/Ray+Hamilton+Orchestra"">Read more on Last.fm</a>",4775,46338,The Gary Tesca Orchestra,Classic Dream Orchestra,Billy Vaughn and His Orchestra
Estrella Morente,tango,track,Tangos de Pepico,2001,2JssFLMkPIvOxlixAAqwbo,"Estrella Morente is a Spanish flamenco singer. Her father, Enrique Morente, is one of the greatest innovators of the 'cante', and they have collaborated on many projects. Her mother, Aurora, a dancer known as La Pelota, stems from a vast Madrid flamenco dynasty, together with her uncle Antonio Carbonell and her grandfather the guitarist Montoyita to whom she dedicated her 2001 album Mi cante y un poema. Morente has given solo recitals in all the major Spanish cities <a href=""https://www.last.fm/music/Estrella+Morente"">Read more on Last.fm</a>",120363,966270,Vicente Amigo,Camarón de la Isla,Enrique Morente
José Feliciano,tango,track,"El Tango De Roxanne - From ""Moulin Rouge"" Soundtrack",2001,2aXDWWlbLUapMZnYNDErmv,"José Montserrate Feliciano García (born September 10, 1945 in Lares, Puerto Rico) is a singer and guitarist, who has been successful in both Spanish and English music. A victim of congenital glaucoma, he was left permanently blind at birth. He is most known for his Christmas song ""Feliz Navidad"", as well as his covers of ""California Dreamin'"" and ""Light My Fire"". <a href=""https://www.last.fm/music/+noredirect/Jos%C3%A9+Feliciano"">Read more on Last.fm</a>",1259758,7000230,Burl Ives,José Luis Perales,Marc Anthony
Estrella Morente,tango,track,Tangos del Chavico,2001,3ZBJ2DZcVDiniKD01QRAko,"Estrella Morente is a Spanish flamenco singer. Her father, Enrique Morente, is one of the greatest innovators of the 'cante', and they have collaborated on many projects. Her mother, Aurora, a dancer known as La Pelota, stems from a vast Madrid flamenco dynasty, together with her uncle Antonio Carbonell and her grandfather the guitarist Montoyita to whom she dedicated her 2001 album Mi cante y un poema. Morente has given solo recitals in all the major Spanish cities <a href=""https://www.last.fm/music/Estrella+Morente"">Read more on Last.fm</a>",120363,966270,Vicente Amigo,Camarón de la Isla,Enrique Morente
Lole Y Manuel,tango,track,Tangos de la Pimienta,2001,6QOq3FPbovS0Cj3nJY2yTN,"Dolores Montoya Rodriguez (""Lole,"" born in Sevilla, 1954) and Manuel Molina Jimenez (""Manuel,"" born in Ceuta, 1948) are a flamenco duo that started, as a project, in 1972. The couple was the first flamenco couple ever to target an audience not familiar with flamenco, and are precursors of ""nuevo flamenco"" (New Flamenco). Their first album was produced in 1975, with a title representative of Spain's social realities at the time: ""Nuevo dia"" (New Day). <a href=""https://www.last.fm/music/Lole+Y+Manuel"">Read more on Last.fm</a>",118084,668557,Enrique Morente,Camarón de la Isla,Estrella Morente
La Susi,tango,track,Amar Por Amar - Tangos,2001,6kOFNE3hEjCbUZVwsGlpUp," <a href=""https://www.last.fm/music/La+Susi"">Read more on Last.fm</a>",5030,16530,Remedios Amaya,Marina Heredia,La Macanita
Dublex Inc.,tango,track,Tango Forte,2001,3nGiDHpWphAycJPzORjWtF,"It was definitely a blessed day for Stuttgart‘s party crowd when former DJs Robin Hofmann, Florian Pflüger, Rino Spadavecchia, and Felix Stecher, came together in the summer of 2000 to host the weekly Thursday night at one of Germany’s most famous venues for innovative electronic music. Not only did those talented boys deliver a fine blend of House with a funky Jazz flavour, fuelled by sampled sounds and break beats at the so-called “Blowshop“ nights at the “Le Fonque“ club <a href=""https://www.last.fm/music/Dublex+Inc."">Read more on Last.fm</a>",133455,824943,Variety Lab,Stéphane Pompougnac,Thunderball
Marina Heredia,tango,track,"Me Duele, Me Duele - Tangos - Rumba",2001,3UuswzVKEjS9AoIZWvgqeC,"Marina Heredia is one of the young promises of flamenco. She belongs to the new generation of artists that look at themselves with the old cantaores as a reference, who return to traditionalism. However, at the same time she is a multi-faceted artist who is as happy to perform in Espárrago Rock (a music festival that welcomes all sorts of musical styles, and is held yearly in Granada since 1993), in which she took part in 1998, as she is intervening in an opera (Amore, by Mauricio Sotelo). <a href=""https://www.last.fm/music/Marina+Heredia"">Read more on Last.fm</a>",12549,59303,Antonio Mairena,Chano Lobato,Carmen Linares
Lara Fabian,tango,track,Tango,2001,4cU9xjQTM2l1uuPv3b9jOa,"At the age of 14, the Belgian-Italian Lara Fabian was unknowingly setting the stage for an impressive international career by singing in Brussels's clubs. A few years later, after winning many European contests and gaining some popularity, she launched her first single, followed by her first self-titled album... Three years after the release of her first album, which went gold and platinum, she released her second album, Carpe Diem, which launched the career of this singer-songwriter in French-speaking countries, especially in Quebec. <a href=""https://www.last.fm/music/Lara+Fabian"">Read more on Last.fm</a>",320239,5451868,Isabelle Boulay,Chimène Badi,Céline Dion
Carlos Cano,tango,track,Tango de las madres locas,2001,3LfQXdbLCS4CuSsrSgvMTf,"José Carlos Cano Fernández (Granada, January 28, 1946 - December 19, 2000), popularly known as Carlos Cano, was a Spanish cantautor (composer, poet, singer and guitar player) who revived the half-forgotten traditional Andalusian music styles like trovo popular and copla, giving them a new contemporary sound. Being a versatile composer, Carlos Cano wrote cuecas, tangos, boleros, rumbas, sambas, nanas, coplas, murgas carnavaleras and lyrical pieces. <a href=""https://www.last.fm/music/Carlos+Cano"">Read more on Last.fm</a>",20436,155996,Concha Piquer,Pasión Vega,Antonio Molina
Catherine Zeta-Jones,tango,track,Cell Block Tango,2001,6ig2r8kFzCLLRbF6t7cli3,"Catherine Zeta-Jones (born September 25, 1969) is an Oscar-winning Welsh actress. Most will originally know her for her first large role in 'Darling Buds Of May', with David Jason and Pam Ferris. She went on to star in huge films such as 'Chicago', 'The Terminal', and 'Traffic' as well as many others. Musically, she's known for her tough, strident vocals in songs such as ""Cell Block Tango"" (from 'Chicago') and ""Hit Me With Your Best Shot"" (from 'Rock of Ages'). <a href=""https://www.last.fm/music/Catherine+Zeta-Jones"">Read more on Last.fm</a>",227594,1740243,Renée Zellweger,Richard Gere,Christine Baranski
Gotan Project,tango,track,Last tango in Paris,2001,6FWh7IIp6yGRHCdZkFzvwN,"Gotan Project is an electrotango group based in Paris, consisting of Frenchman Philippe Cohen Solal, Eduardo Makaroff from Argentina, and Christoph H. Müller, from Switzerland and a former member of Touch El Arab. They formed in 1999. Their first release was Vuelvo Al Sur/El Capitalismo Foráneo in 2000, followed by the album La Revancha del Tango in 2001. Their music is clearly tango, but also uses electronic elements such as samples, beats and breaks. <a href=""https://www.last.fm/music/Gotan+Project"">Read more on Last.fm</a>",750790,15921317,Bajofondo,Otros Aires,Federico Aubele
Shakira,tango,track,"Te Aviso, Te Anuncio (Tango)",2001,1w5nWhUzrQqj0WnDXrgsnC,"Shakira Isabel Mebarak Ripoll is a Colombian singer. Born and raised in Barranquilla, She made her recording debut with Sony Music Colombia at the age of 13. Following the commercial failure of her first two albums, Magia (1991) and Peligro (1993), she rose to prominence in Hispanic countries with her next albums, Pies Descalzos (1995) and Dónde Están los Ladrones? (1998). She entered the English-language market with her fifth album, Laundry Service (2001), which sold over 13 million copies worldwide. <a href=""https://www.last.fm/music/Shakira"">Read more on Last.fm</a>",4306269,144299677,Paulina Rubio,Belinda,Thalía
La Susi,tango,track,El Tarro De La Esencia - Tangos,2001,6Whcoh2HqCn2gJly7yMUIF," <a href=""https://www.last.fm/music/La+Susi"">Read more on Last.fm</a>",5030,16530,Remedios Amaya,Marina Heredia,La Macanita
La Niña de los Peines,tango,track,Tango: Al Gurugú,2001,32WywM13PZcOYIx1sI4G0r,"Pastora Pavón Cruz, known as La Niña de los Peines (Seville, Spain, February 10, 1890 - November 26, 1969), is considered the most important woman flamenco singer of the 20th century.[citation needed] She was a sister of singers Arturo Pavón and Tomás Pavón, also an important flamenco singer, and aunt to Arturo Pavón, the first flamenco pianist. Both brothers, Pastora and Tomás, together with singer Manuel Torre, were the inspiring models for the next generation of singers like Antonio Mairena <a href=""https://www.last.fm/music/+noredirect/La+Ni%C3%B1a+De+Los+Peines"">Read more on Last.fm</a>",10183,55071,Manolo Caracol,Manuel Vallejo,Tomás Pavón
Niño De Cabra,tango,track,Tango No. 2: Ya No Me Quieren a Mi,2001,1gHdfoAtlSTgUtyVZKbZ0x," <a href=""https://www.last.fm/music/Ni%C3%B1o+De+Cabra"">Read more on Last.fm</a>",197,766,El Carbonerillo,El Mochuelo,La Niña De Los Peines
Estrella Morente,tango,track,En lo alto del cerro (Tangos),2001,2pb85vmXEfRKI3DjjUBvum,"Estrella Morente is a Spanish flamenco singer. Her father, Enrique Morente, is one of the greatest innovators of the 'cante', and they have collaborated on many projects. Her mother, Aurora, a dancer known as La Pelota, stems from a vast Madrid flamenco dynasty, together with her uncle Antonio Carbonell and her grandfather the guitarist Montoyita to whom she dedicated her 2001 album Mi cante y un poema. Morente has given solo recitals in all the major Spanish cities <a href=""https://www.last.fm/music/Estrella+Morente"">Read more on Last.fm</a>",120363,966270,Vicente Amigo,Camarón de la Isla,Enrique Morente
Antonio Chacón,tango,track,Tango No. 1: Al Señor de la Humildad (1913) - Remastered,2001,0Ljsi8Bcd5yHOxtRTzBqbd,"Antonio Chacón (1869–1929) was a Spanish flamenco singer (cantaor). <a href=""https://www.last.fm/music/+noredirect/Antonio+Chac%C3%B3n"">Read more on Last.fm</a>",1089,6663,Juanito Varea,Tomás Pavón,Manuel Torre
El Mochuelo,tango,track,Tango de los Maestros: Todos los Maestros,2001,5v1ik9fvbM1u2QK1ocGT5u," <a href=""https://www.last.fm/music/El+Mochuelo"">Read more on Last.fm</a>",213,656,Niño De Cabra,La Andalucita,Juanito Mojama
Antonio Chacón,tango,track,Tango No. 2: En la Verde Oliva (1913) - Remastered,2001,4eYYIgkaPxYehfbD3nDGxK,"Antonio Chacón (1869–1929) was a Spanish flamenco singer (cantaor). <a href=""https://www.last.fm/music/+noredirect/Antonio+Chac%C3%B3n"">Read more on Last.fm</a>",1089,6663,Juanito Varea,Tomás Pavón,Manuel Torre
Shakira,tango,track,"Te Aviso, Te Anuncio (Tango)",2001,6IIvQrGLkX6ZEABLPqyi7C,"Shakira Isabel Mebarak Ripoll is a Colombian singer. Born and raised in Barranquilla, She made her recording debut with Sony Music Colombia at the age of 13. Following the commercial failure of her first two albums, Magia (1991) and Peligro (1993), she rose to prominence in Hispanic countries with her next albums, Pies Descalzos (1995) and Dónde Están los Ladrones? (1998). She entered the English-language market with her fifth album, Laundry Service (2001), which sold over 13 million copies worldwide. <a href=""https://www.last.fm/music/Shakira"">Read more on Last.fm</a>",4306269,144299677,Paulina Rubio,Belinda,Thalía
Antonio Chacón,tango,track,Tango No. 1: Al Señor de la Humildad (1909) - Remastered,2001,3iYjbpIOvagbQ2nY7HknP5,"Antonio Chacón (1869–1929) was a Spanish flamenco singer (cantaor). <a href=""https://www.last.fm/music/+noredirect/Antonio+Chac%C3%B3n"">Read more on Last.fm</a>",1089,6663,Juanito Varea,Tomás Pavón,Manuel Torre
Antonio Chacón,tango,track,Tango No. 4: Por Mi Puerta No Lo Pasen (1909) - Remastered,2001,6mFrA2braYfkrIJbOfM2sp,"Antonio Chacón (1869–1929) was a Spanish flamenco singer (cantaor). <a href=""https://www.last.fm/music/+noredirect/Antonio+Chac%C3%B3n"">Read more on Last.fm</a>",1089,6663,Juanito Varea,Tomás Pavón,Manuel Torre
La Niña de los Peines,tango,track,Tango: Al Gurugú,2001,0g1RjDyLnynFhFWYwTjYjg,"Pastora Pavón Cruz, known as La Niña de los Peines (Seville, Spain, February 10, 1890 - November 26, 1969), is considered the most important woman flamenco singer of the 20th century.[citation needed] She was a sister of singers Arturo Pavón and Tomás Pavón, also an important flamenco singer, and aunt to Arturo Pavón, the first flamenco pianist. Both brothers, Pastora and Tomás, together with singer Manuel Torre, were the inspiring models for the next generation of singers like Antonio Mairena <a href=""https://www.last.fm/music/+noredirect/La+Ni%C3%B1a+De+Los+Peines"">Read more on Last.fm</a>",10183,55071,Manolo Caracol,Manuel Vallejo,Tomás Pavón
Antonio Chacón,tango,track,Tango No. 3: Al Señor de la Humildad (1909) - Remastered,2001,5ULwkpkKlTDHu9VFCfzQVM,"Antonio Chacón (1869–1929) was a Spanish flamenco singer (cantaor). <a href=""https://www.last.fm/music/+noredirect/Antonio+Chac%C3%B3n"">Read more on Last.fm</a>",1089,6663,Juanito Varea,Tomás Pavón,Manuel Torre
Juan Pinilla,tango,track,Tangos Paraos del Camino,2001,5ldeU61Y8bcAMFa360yaxI," <a href=""https://www.last.fm/music/Juan+Pinilla"">Read more on Last.fm</a>",129,1513,El Cabrero,Fernando De La Morena,El Torta
Antonio Chacón,tango,track,Tango No. 2: Por Mi Puerta No Lo Pasen (1909) - Remastered,2001,6IbetWdk98s3xyAQhnH0RH,"Antonio Chacón (1869–1929) was a Spanish flamenco singer (cantaor). <a href=""https://www.last.fm/music/+noredirect/Antonio+Chac%C3%B3n"">Read more on Last.fm</a>",1089,6663,Juanito Varea,Tomás Pavón,Manuel Torre
